metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# hits	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Anthranilate synthase, aminase component (EC 4.1.3.27)	1	-79	73.13	201	1	
mmetsp1002	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Anthranilate synthase, aminase component (EC 4.1.3.27)	1	-79	73.13	201	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	1	-25	62.5	96	1	
QPX_v15	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	1	-25	62.5	96	1	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	1	-25	62.5	96	1	
mmetsp992	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	1	-25	62.5	96	1	
mmetsp1002	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	2	-25	62.5	96	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Isochorismatase (EC 3.3.2.1)	1	-44	64.66	133	1	
QPX_v15	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Isochorismatase (EC 3.3.2.1)	1	-44	64.66	133	1	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Isochorismatase (EC 3.3.2.1)	1	-44	64.66	133	1	
mmetsp992	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Isochorismatase (EC 3.3.2.1)	1	-44	64.66	133	1	
mmetsp1002	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Isochorismatase (EC 3.3.2.1)	2	-44	64.66	133	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	1	-25	62.5	96	1	
QPX_v15	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	2	-18	63.25	73	2	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	1	-25	62.5	96	1	
mmetsp992	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	1	-25	62.5	96	1	
mmetsp1002	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	2	-25	62.5	96	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)	1	-29	62	100	1	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)	1	-29	62	100	1	
mmetsp992	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)	1	-29	62	100	1	
mmetsp1002	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)	1	-29	62	100	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Tryptophan synthase alpha chain (EC 4.2.1.20)	1	-19	62.5	72	1	
QPX_v15	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Tryptophan synthase alpha chain (EC 4.2.1.20)	1	-19	62.5	72	1	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Tryptophan synthase alpha chain (EC 4.2.1.20)	1	-19	62.5	72	1	
mmetsp992	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Tryptophan synthase alpha chain (EC 4.2.1.20)	1	-19	62.5	72	1	
mmetsp1002	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Tryptophan synthase alpha chain (EC 4.2.1.20)	1	-19	62.5	72	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Tryptophan synthase beta chain (EC 4.2.1.20)	2	-60	66.25	161	2	
QPX_v15	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Tryptophan synthase beta chain (EC 4.2.1.20)	2	-79	61.87	223	2	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Tryptophan synthase beta chain (EC 4.2.1.20)	2	-79	61.87	223	2	
mmetsp992	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Tryptophan synthase beta chain (EC 4.2.1.20)	2	-60	66.25	161	2	
mmetsp1002	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Tryptophan synthase beta chain (EC 4.2.1.20)	2	-60	66.25	161	2	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	2	-77.5	69.14	197.5	2	
QPX_v15	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	2	-46	63.09	124	2	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	2	-77.5	69.14	197.5	2	
mmetsp992	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	2	-77.5	69.14	197.5	2	
mmetsp1002	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	2	-77.5	69.14	197.5	2	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	1	-34	62.93	116	1	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	1	-34	62.93	116	1	
mmetsp992	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	1	-34	62.93	116	1	
mmetsp1002	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	1	-34	62.93	116	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	3-dehydroquinate synthase (EC 4.2.3.4)	1	-27	65.59	93	1	
QPX_v15	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	3-dehydroquinate synthase (EC 4.2.3.4)	1	-27	65.59	93	1	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	3-dehydroquinate synthase (EC 4.2.3.4)	1	-27	65.59	93	1	
mmetsp992	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	3-dehydroquinate synthase (EC 4.2.3.4)	1	-27	65.59	93	1	
mmetsp1002	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	3-dehydroquinate synthase (EC 4.2.3.4)	1	-27	65.59	93	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	1	-57	66.67	159	1	
QPX_v15	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	1	-45	65.15	132	1	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	1	-57	66.67	159	1	
mmetsp992	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	1	-57	66.67	159	1	
mmetsp1002	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	1	-57	66.67	159	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	Arogenate dehydrogenase (EC 1.3.1.43)	1	-29	61.9	105	1	
QPX_v15	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	Arogenate dehydrogenase (EC 1.3.1.43)	1	-29	61.9	105	1	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	Arogenate dehydrogenase (EC 1.3.1.43)	1	-29	61.9	105	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	Chorismate synthase (EC 4.2.3.5)	1	-29	74.12	85	1	
QPX_v15	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	Chorismate synthase (EC 4.2.3.5)	1	-34	72.55	102	1	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	Chorismate synthase (EC 4.2.3.5)	1	-29	74.12	85	1	
mmetsp992	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	Chorismate synthase (EC 4.2.3.5)	1	-29	74.12	85	1	
mmetsp1002	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	Chorismate synthase (EC 4.2.3.5)	1	-34	72.55	102	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	1	-8	61.7	47	1	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	1	-8	61.7	47	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	2	-77.5	69.14	197.5	2	
QPX_v15	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	2	-46	63.09	124	2	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	2	-77.5	69.14	197.5	2	
mmetsp992	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	2	-77.5	69.14	197.5	2	
mmetsp1002	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	2	-77.5	69.14	197.5	2	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	1	-34	62.93	116	1	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	1	-34	62.93	116	1	
mmetsp992	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	1	-34	62.93	116	1	
mmetsp1002	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	1	-34	62.93	116	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	3-dehydroquinate synthase (EC 4.2.3.4)	1	-27	65.59	93	1	
QPX_v15	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	3-dehydroquinate synthase (EC 4.2.3.4)	1	-27	65.59	93	1	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	3-dehydroquinate synthase (EC 4.2.3.4)	1	-27	65.59	93	1	
mmetsp992	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	3-dehydroquinate synthase (EC 4.2.3.4)	1	-27	65.59	93	1	
mmetsp1002	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	3-dehydroquinate synthase (EC 4.2.3.4)	1	-27	65.59	93	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	1	-57	66.67	159	1	
QPX_v15	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	1	-45	65.15	132	1	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	1	-57	66.67	159	1	
mmetsp992	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	1	-57	66.67	159	1	
mmetsp1002	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	1	-57	66.67	159	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	Chorismate synthase (EC 4.2.3.5)	1	-29	74.12	85	1	
QPX_v15	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	Chorismate synthase (EC 4.2.3.5)	1	-34	72.55	102	1	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	Chorismate synthase (EC 4.2.3.5)	1	-29	74.12	85	1	
mmetsp992	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	Chorismate synthase (EC 4.2.3.5)	1	-29	74.12	85	1	
mmetsp1002	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	Chorismate synthase (EC 4.2.3.5)	1	-34	72.55	102	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	1	-8	61.7	47	1	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	1	-8	61.7	47	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Phenylalanine and Tyrosine Branches from Chorismate	Arogenate dehydrogenase (EC 1.3.1.43)	1	-29	61.9	105	1	
QPX_v15	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Phenylalanine and Tyrosine Branches from Chorismate	Arogenate dehydrogenase (EC 1.3.1.43)	1	-29	61.9	105	1	
mmetsp98	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Phenylalanine and Tyrosine Branches from Chorismate	Arogenate dehydrogenase (EC 1.3.1.43)	1	-29	61.9	105	1	
mmetsp1433	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Phenylalanine and Tyrosine Branches from Chorismate	Cyclohexadienyl dehydratase (EC 4.2.1.51)(EC 4.2.1.91)	1	-5	64.86	37	1	
QPX_v15	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Phenylalanine and Tyrosine Branches from Chorismate	Cyclohexadienyl dehydratase (EC 4.2.1.51)(EC 4.2.1.91)	1	-5	64.86	37	1	
